,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,sourcefilename,Loan_Status
330,LP002823,Male,Yes,0,Graduate,No,5509,0.0,143.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
331,LP002825,Male,Yes,3+,Graduate,No,9699,0.0,300.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
332,LP002826,Female,Yes,1,Not Graduate,No,3621,2717.0,171.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
333,LP002843,Female,Yes,0,Graduate,No,4709,0.0,113.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
334,LP002849,Male,Yes,0,Graduate,No,1516,1951.0,35.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
335,LP002850,Male,No,2,Graduate,No,2400,0.0,46.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
336,LP002853,Female,No,0,Not Graduate,No,3015,2000.0,145.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
337,LP002856,Male,Yes,0,Graduate,No,2292,1558.0,119.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
338,LP002857,Male,Yes,1,Graduate,Yes,2360,3355.0,87.0,240.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
339,LP002858,Female,No,0,Graduate,No,4333,2333.0,162.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
340,LP002860,Male,Yes,0,Graduate,Yes,2623,4831.0,122.0,180.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
341,LP002867,Male,No,0,Graduate,Yes,3972,4275.0,187.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
342,LP002869,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
343,LP002870,Male,Yes,1,Graduate,No,4700,0.0,80.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
344,LP002876,Male,No,0,Graduate,No,6858,0.0,176.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
345,LP002878,Male,Yes,3+,Graduate,No,8334,0.0,260.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
346,LP002879,Male,Yes,0,Graduate,No,3391,1966.0,133.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
347,LP002885,Male,No,0,Not Graduate,No,2868,0.0,70.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
348,LP002890,Male,Yes,2,Not Graduate,No,3418,1380.0,135.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
349,LP002891,Male,Yes,0,Graduate,Yes,2500,296.0,137.0,300.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
350,LP002899,Male,Yes,2,Graduate,No,8667,0.0,254.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
351,LP002901,Male,No,0,Graduate,No,2283,15000.0,106.0,360.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
352,LP002907,Male,Yes,0,Graduate,No,5817,910.0,109.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
353,LP002920,Male,Yes,0,Graduate,No,5119,3769.0,120.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
354,LP002921,Male,Yes,3+,Not Graduate,No,5316,187.0,158.0,180.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
355,LP002932,Male,Yes,3+,Graduate,No,7603,1213.0,197.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
356,LP002935,Male,Yes,1,Graduate,No,3791,1936.0,85.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
357,LP002952,Male,No,0,Graduate,No,2500,0.0,60.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
358,LP002954,Male,Yes,2,Not Graduate,No,3132,0.0,76.0,360.0,,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
359,LP002962,Male,No,0,Graduate,No,4000,2667.0,152.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
360,LP002965,Female,Yes,0,Graduate,No,8550,4255.0,96.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
361,LP002969,Male,Yes,1,Graduate,No,2269,2167.0,99.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
362,LP002971,Male,Yes,3+,Not Graduate,Yes,4009,1777.0,113.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
363,LP002975,Male,Yes,0,Graduate,No,4158,709.0,115.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
364,LP002980,Male,No,0,Graduate,No,3250,1993.0,126.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
365,LP002986,Male,Yes,0,Graduate,No,5000,2393.0,158.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
366,LP002989,Male,No,0,Graduate,Yes,9200,0.0,98.0,180.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data1.csv,
0,LP001002,Male,No,0,Graduate,No,5849,0.0,,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
1,LP001003,Male,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
2,LP001005,Male,Yes,0,Graduate,Yes,3000,0.0,66.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
3,LP001006,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
4,LP001008,Male,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
5,LP001011,Male,Yes,2,Graduate,Yes,5417,4196.0,267.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
6,LP001013,Male,Yes,0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
7,LP001014,Male,Yes,3+,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
8,LP001018,Male,Yes,2,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
9,LP001020,Male,Yes,1,Graduate,No,12841,10968.0,349.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
10,LP001024,Male,Yes,2,Graduate,No,3200,700.0,70.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
11,LP001027,Male,Yes,2,Graduate,,2500,1840.0,109.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
12,LP001028,Male,Yes,2,Graduate,No,3073,8106.0,200.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
13,LP001029,Male,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
14,LP001030,Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
15,LP001032,Male,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
16,LP001034,Male,No,1,Not Graduate,No,3596,0.0,100.0,240.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
17,LP001036,Female,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
18,LP001038,Male,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
19,LP001041,Male,Yes,0,Graduate,,2600,3500.0,115.0,,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
20,LP001043,Male,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
21,LP001046,Male,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
22,LP001047,Male,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
23,LP001050,,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
24,LP001052,Male,Yes,1,Graduate,,3717,2925.0,151.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
25,LP001066,Male,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
26,LP001068,Male,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
27,LP001073,Male,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
28,LP001086,Male,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
29,LP001087,Female,No,2,Graduate,,3750,2083.0,120.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
30,LP001091,Male,Yes,1,Graduate,,4166,3369.0,201.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
31,LP001095,Male,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
32,LP001097,Male,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
33,LP001098,Male,Yes,0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
34,LP001100,Male,No,3+,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
35,LP001106,Male,Yes,0,Graduate,No,2275,2067.0,,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
36,LP001109,Male,Yes,0,Graduate,No,1828,1330.0,100.0,,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
37,LP001112,Female,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
38,LP001114,Male,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
39,LP001116,Male,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
40,LP001119,Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
41,LP001120,Male,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
42,LP001123,Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
43,LP001131,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
44,LP001136,Male,Yes,0,Not Graduate,Yes,4695,0.0,96.0,,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
45,LP001137,Female,No,0,Graduate,No,3410,0.0,88.0,,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
46,LP001138,Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
47,LP001144,Male,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
48,LP001146,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
49,LP001151,Female,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
50,LP001155,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
51,LP001157,Female,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
52,LP001164,Female,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
53,LP001179,Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
54,LP001186,Female,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
55,LP001194,Male,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
56,LP001195,Male,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
57,LP001197,Male,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
58,LP001198,Male,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
59,LP001199,Male,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
60,LP001205,Male,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
61,LP001206,Male,Yes,3+,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
62,LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
63,LP001213,Male,Yes,1,Graduate,No,4945,0.0,,360.0,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
64,LP001222,Female,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
65,LP001225,Male,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
66,LP001228,Male,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
67,LP001233,Male,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
68,LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
69,LP001241,Female,No,0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
70,LP001243,Male,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
71,LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
72,LP001248,Male,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
73,LP001250,Male,Yes,3+,Not Graduate,No,4755,0.0,95.0,,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
74,LP001253,Male,Yes,3+,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
75,LP001255,Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
76,LP001256,Male,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
77,LP001259,Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
78,LP001263,Male,Yes,3+,Graduate,No,3167,4000.0,180.0,300.0,0.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
79,LP001264,Male,Yes,3+,Not Graduate,Yes,3333,2166.0,130.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
80,LP001265,Female,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
81,LP001266,Male,Yes,1,Graduate,Yes,2395,0.0,,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
82,LP001267,Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
83,LP001273,Male,Yes,0,Graduate,No,6000,2250.0,265.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
84,LP001275,Male,Yes,1,Graduate,No,3988,0.0,50.0,240.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
85,LP001279,Male,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
86,LP001280,Male,Yes,2,Not Graduate,No,3333,2000.0,99.0,360.0,,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
87,LP001282,Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
88,LP001289,Male,No,0,Graduate,No,8566,0.0,210.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
89,LP001310,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
90,LP001316,Male,Yes,0,Graduate,No,2958,2900.0,131.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
91,LP001318,Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
92,LP001319,Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
93,LP001322,Male,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
94,LP001325,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
95,LP001326,Male,No,0,Graduate,,6782,0.0,,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
96,LP001327,Female,Yes,0,Graduate,No,2484,2302.0,137.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
97,LP001333,Male,Yes,0,Graduate,No,1977,997.0,50.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
98,LP001334,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
99,LP001343,Male,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
100,LP001345,Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
101,LP001349,Male,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
102,LP001350,Male,Yes,,Graduate,No,13650,0.0,,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
103,LP001356,Male,Yes,0,Graduate,No,4652,3583.0,,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
104,LP001357,Male,,,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
105,LP001367,Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
106,LP001369,Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
107,LP001370,Male,No,0,Not Graduate,,7333,0.0,120.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
108,LP001379,Male,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
109,LP001384,Male,Yes,3+,Not Graduate,No,2071,754.0,94.0,480.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
110,LP001385,Male,No,0,Graduate,No,5316,0.0,136.0,360.0,1.0,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
111,LP001387,Female,Yes,0,Graduate,,2929,2333.0,139.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
112,LP001391,Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,,0.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
113,LP001392,Female,No,1,Graduate,Yes,7451,0.0,,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
114,LP001398,Male,No,0,Graduate,,5050,0.0,118.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
115,LP001401,Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
116,LP001404,Female,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
117,LP001405,Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,,Urban,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,Y
118,LP001421,Male,Yes,0,Graduate,No,5568,2142.0,175.0,360.0,1.0,Rural,/home/expert/Jupyter Notebook/Loan_approval_Predictor/Datafile/Data2.csv,N
